round,class_name,available_clients,mean_cosine_similarity,minimum_cosine_similarity,maximum_cosine_similarity,best_aligned_client,worst_aligned_client,mean_absolute_difference,mean_top5_jaccard
10,BENIGN,4,0.823551935873678,0.7704118769664844,0.8578346762852254,1,4,0.035866439185692954,0.6904761904761904
10,DDOS,5,0.7476465149633759,0.6580247113413444,0.9568932560596972,5,2,0.05247908703927404,0.4833333333333333
10,DOS,3,0.7739626133339481,0.5957801615073302,0.9005488780064519,3,2,0.04202710255145775,0.5079365079365079
10,MIRAI,2,0.9949358167638276,0.9943793732368607,0.9954922602907944,1,3,0.005363719985486837,0.8333333333333333
10,RECON,3,0.908620975560947,0.859817684691904,0.9449542977926627,4,1,0.026640705557100658,0.8888888888888888
10,SPOOFING,3,0.8872642252693509,0.7910118100624338,0.9836735644750346,1,5,0.026346393047628563,1.0
10,WEB,1,0.8746458937714986,0.8746458937714986,0.8746458937714986,3,3,0.02792565068677133,1.0
