,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,2,0,0
true_DDOS,6,13411,1035,34,8,2,0
true_DOS,3,4181,2724,2,4,1,0
true_MIRAI,1,5,0,822,0,1,0
true_RECON,108,0,0,0,254,9,0
true_SPOOFING,811,0,2,0,310,388,0
true_WEB,1,0,0,0,1,1,0
