,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,308,0,0,0,122,17,0
true_DDOS,60,51371,2148,194,28,0,0
true_DOS,63,9454,2608,1201,6,1,0
true_MIRAI,11,116,9,11280,0,9,0
true_RECON,212,0,0,0,403,17,0
true_SPOOFING,475,0,0,0,132,156,0
true_WEB,57,0,1,0,92,3,0
