,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3077,0,0,0,1061,60,0
true_DDOS,4418,115130,9208,532,78,2,1
true_DOS,1009,18232,8813,2686,24,2,0
true_MIRAI,58,110,2,9827,0,11,0
true_RECON,904,0,0,0,1669,52,0
true_SPOOFING,1135,0,0,0,392,339,0
true_WEB,69,0,0,0,66,10,0
