,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5165,0,0,0,0,1390,85,0
true_BRUTEFORCE,15,0,0,0,0,18,0,0
true_DDOS,33,0,16067,136,67,7,0,0
true_DOS,23,0,1725,100,201,2,0,0
true_MIRAI,1,0,23,0,1981,0,5,0
true_RECON,345,0,0,0,0,500,3,0
true_SPOOFING,156,0,0,0,0,66,43,0
true_WEB,85,0,0,0,0,75,8,0
