,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6,0,0,0,0,1,0,0
true_BRUTEFORCE,5,0,0,0,0,3,0,0
true_DDOS,53,0,5825,85,32,9,0,0
true_DOS,416,0,11794,1213,1309,6,1,0
true_MIRAI,34,0,93,0,7391,0,8,0
true_RECON,105,0,0,0,0,40,2,0
true_SPOOFING,978,0,1,0,0,178,141,0
true_WEB,49,0,0,0,0,21,2,0
