,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5600,0,0,0,0,965,75,0
true_BRUTEFORCE,16,0,0,0,0,17,0,0
true_DDOS,127,0,15907,206,63,7,0,0
true_DOS,61,0,1646,143,199,2,0,0
true_MIRAI,13,0,30,0,1960,0,7,0
true_RECON,513,0,0,0,0,334,1,0
true_SPOOFING,176,0,0,0,0,49,40,0
true_WEB,109,0,0,0,0,52,7,0
