,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,0,2,0,0
true_BRUTEFORCE,3,0,0,0,0,4,1,0
true_DDOS,9,0,4482,1473,31,9,0,0
true_DOS,45,0,4643,8719,1325,6,1,0
true_MIRAI,12,0,76,2,7428,0,8,0
true_RECON,51,0,0,0,0,91,5,0
true_SPOOFING,813,0,0,1,0,302,182,0
true_WEB,29,0,0,0,0,39,4,0
