round,client_id,num_examples,size_weight,shap_weight,performance_weight,final_weight,local_loss,local_accuracy,local_balanced_accuracy,local_precision,local_recall,local_f1,shap_source_round,shap_calculated
1,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.6563434600830078,0.8022053295464038,0.2445338558216243,0.25297775359216174,0.2445338558216243,0.23287431918895463,0,0
1,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.9904112815856934,0.5943373322505839,0.2849812245526147,0.250053005807646,0.2849812245526147,0.22395750674342527,0,0
1,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.6922489404678345,0.7380938025470453,0.2922055523957868,0.29941942656039455,0.2922055523957868,0.2622732779196553,0,0
1,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.8050729036331177,0.6616526677280241,0.2856920970246493,0.2506357513149421,0.2856920970246493,0.22123264748407634,0,0
1,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,1.1737098693847656,0.5113271776131902,0.23307472450750322,0.2603197857504872,0.23307472450750322,0.19620835294699016,0,0
2,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.5953122973442078,0.7975022972182775,0.2612573310872059,0.2678716485240985,0.2612573310872059,0.2418328090079646,0,0
2,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.9084310531616211,0.6299424859144908,0.29745830510159627,0.26440099094112796,0.29745830510159627,0.2555638261272491,0,0
2,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.6320748925209045,0.753883875635589,0.3037006298555424,0.295908960956588,0.3037006298555424,0.279329265917079,0,0
2,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.7117345929145813,0.6855576091398735,0.2911939205360712,0.2688649005624912,0.2911939205360712,0.23667761089370176,0,0
2,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,1.0921335220336914,0.5130564346851991,0.27329839470479833,0.26825450143475305,0.27329839470479833,0.2266895919062186,0,0
3,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.5262458324432373,0.8267897418762008,0.2967104437267952,0.28131839797364133,0.2967104437267952,0.2657288435088906,0,0
3,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.857938826084137,0.6362129444365378,0.31791097114251393,0.2869168889883737,0.31791097114251393,0.2681099848742989,0,0
3,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.6286551356315613,0.75135826784841,0.29619428322669394,0.2893685932656429,0.29619428322669394,0.2656341484415884,0,0
3,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.6609636545181274,0.7004288128046066,0.3074328329418672,0.2737218355748553,0.3074328329418672,0.2573478284426653,0,0
3,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,1.033856749534607,0.5345797035248567,0.29794687712305634,0.268964359288928,0.29794687712305634,0.2454290250874718,0,0
4,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.502339243888855,0.836237574137499,0.2930208268408089,0.2726829049351111,0.2930208268408089,0.26282855294591373,0,0
4,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.8230240941047668,0.6409848554613266,0.32614178703473373,0.28344570832083305,0.32614178703473373,0.26996358455139907,0,0
4,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.5998591780662537,0.7491140275070174,0.3109024374633145,0.28961275777849366,0.3109024374633145,0.27393948454827455,0,0
4,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.6338320374488831,0.7058697946212357,0.3098090005855937,0.2742698392275977,0.3098090005855937,0.2585730302393569,0,0
4,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.9916826486587524,0.5416054901193078,0.3027579731779556,0.26078533363234113,0.3027579731779556,0.24473668798415885,0,0
5,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.4830995202064514,0.8127975941859493,0.2948810033864519,0.25566547251408966,0.2948810033864519,0.25346466140102303,0,0
5,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.7873657941818237,0.6465437132165192,0.33118454180996026,0.2932628971917609,0.33118454180996026,0.2744768471985391,0,0
5,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.594984233379364,0.7569588198645417,0.3151256340192182,0.2950130768778186,0.3151256340192182,0.28418809935520256,0,0
5,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.6316888928413391,0.7023014377123478,0.31691639848141473,0.28808430935908774,0.31691639848141473,0.26797075099357565,0,0
5,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.9514838457107544,0.550882573656563,0.30481226635509523,0.26934240964618,0.30481226635509523,0.24845721427868275,0,0
6,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.4702170491218567,0.8205162475983627,0.29604804992904216,0.2739677236716935,0.29604804992904216,0.2606177765336119,0,0
6,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.7707010507583618,0.6470962502825474,0.35111737298945006,0.30409916369231843,0.35111737298945006,0.2915458437495928,0,0
6,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.5711833238601685,0.7576354415794092,0.3129506988939244,0.29037907808356256,0.3129506988939244,0.28003184098541944,0,0
6,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.6082327365875244,0.7159465905417193,0.3248669885563583,0.30474261509096523,0.3248669885563583,0.2784399348220695,0,0
6,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.927678644657135,0.5611493577822007,0.30614535640512147,0.2783405550176991,0.30614535640512147,0.25741881166691216,0,0
7,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.4629835784435272,0.8241667362793418,0.30893532228803877,0.2855541647583053,0.30893532228803877,0.2702497338698341,0,0
7,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.7377204298973083,0.6606752672688763,0.34629853817202766,0.29504260899605544,0.34629853817202766,0.29376843335899455,0,0
7,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.5613812804222107,0.7562286043504767,0.3222649482077092,0.30726674157760137,0.3222649482077092,0.29742923557083195,0,0
