round,client_id,num_examples,size_weight,shap_weight,performance_weight,final_weight,local_loss,local_accuracy,local_balanced_accuracy,local_precision,local_recall,local_f1,shap_source_round,shap_calculated
7,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.5866169333457947,0.7212472779841529,0.3202448241018565,0.2990524704758583,0.3202448241018565,0.27370308725094533,0,0
7,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.9010774493217468,0.5667069072400405,0.3294612100623478,0.28702482350740083,0.3294612100623478,0.26763774659343964,0,0
8,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.447852224111557,0.8374237741207919,0.3106111904348473,0.2824488635575467,0.3106111904348473,0.27788863913154943,0,0
8,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.7393383979797363,0.6597962310274678,0.35021979344312687,0.2949254389566037,0.35021979344312687,0.2901467082498337,0,0
8,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.5565699934959412,0.7597456974228082,0.3178357622520512,0.3071559083337633,0.3178357622520512,0.2921143876390557,0,0
8,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.5665084719657898,0.7174044320822734,0.3297808922737532,0.30573816047586466,0.3297808922737532,0.2774642279426275,0,0
8,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.8893381953239441,0.5633571514024384,0.3305515667648738,0.2851237450438332,0.3305515667648738,0.2715252410230708,0,0
9,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.4491271674633026,0.8306240080193802,0.3197674365270467,0.2860549697155517,0.3197674365270467,0.2818467121431599,0,0
9,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.7173194289207458,0.660851074517158,0.36506012983310904,0.30750554634341365,0.36506012983310904,0.30853487998758233,0,0
9,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.5509483218193054,0.755866846205894,0.3203771443225847,0.3128491302909039,0.3203771443225847,0.298083525504666,0,0
9,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.5650368928909302,0.7146412428861603,0.33842984987468105,0.30542099781795085,0.33842984987468105,0.2810934662829013,0,0
9,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.8786661028862,0.5714378935691213,0.33331917720889775,0.30154549257665675,0.33331917720889775,0.2838076413621328,0,0
10,1,478837,0.18579326780371536,0.2,0.2,0.18579326780371536,0.43362122774124146,0.8286442235402222,0.316465699913482,0.2910194440299006,0.316465699913482,0.2795859290951953,0,0
10,2,477793,0.185388185966708,0.2,0.2,0.185388185966708,0.7186787724494934,0.6627096082847073,0.358476194233617,0.30251573591347053,0.358476194233617,0.30036888478224477,0,0
10,3,597080,0.23167266593901967,0.2,0.2,0.23167266593901967,0.5486742854118347,0.758224973370581,0.31614262583408564,0.29888451778013553,0.31614262583408564,0.2882632726957126,0,0
10,4,655763,0.2544422228749403,0.2,0.2,0.2544422228749403,0.5563053488731384,0.7204299107605785,0.34892747622211334,0.3059338071685187,0.34892747622211334,0.2953278588257432,0,0
10,5,367784,0.1427036574156167,0.2,0.2,0.1427036574156167,0.8395906090736389,0.5915799319173002,0.3466818709911644,0.3193275143087983,0.3466818709911644,0.30448699672352997,0,0
