round,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,test_loss,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1
0,0.12005,0.035675693241681426,0.03151137548642219,0.035675693241681426,0.02478219062444879,3.3787176609039307,0.11993383695365924,0.035282935540652524,0.023627819239878042,0.035282935540652524,0.02389578796333039
1,0.61455,0.24802435204066253,0.21984462298202806,0.24802435204066253,0.19663558804520828,0.9987443685531616,0.6142718070264208,0.25029246186537124,0.2335930253969462,0.25029246186537124,0.19794358208882956
2,0.63075,0.2631265444763132,0.21300893591679967,0.2631265444763132,0.20407612790074947,0.8789553642272949,0.6305521773737768,0.26451867829002507,0.22613230104200693,0.26451867829002507,0.2067965516071227
3,0.645,0.2815952163356154,0.24204197802689773,0.2815952163356154,0.22712862549240984,0.8194001913070679,0.6437463197545221,0.2810165822403916,0.24456532634190953,0.2810165822403916,0.22652312353007353
4,0.6523,0.29391942505203544,0.23815076060672963,0.29391942505203544,0.23648681317024992,0.7832663655281067,0.6513805174092255,0.2930200519270626,0.24423935470411795,0.2930200519270626,0.23396285082798074
5,0.64705,0.291294665787775,0.21557662682181175,0.291294665787775,0.22187099736323568,0.7586039900779724,0.6468976455305915,0.28981760128571205,0.2211805443927226,0.28981760128571205,0.21988201281825137
6,0.64985,0.2921218293341151,0.230781075527666,0.2921218293341151,0.2204922565362039,0.7385764718055725,0.6496139995798232,0.2909809466992499,0.2191646949531367,0.2909809466992499,0.2188560330474888
7,0.6523,0.2950733370158343,0.2452498621562085,0.2950733370158343,0.227610706810234,0.7179046869277954,0.6516290726817042,0.2929919815341362,0.23775485039427907,0.2929919815341362,0.225515787383788
8,0.6543,0.2991774846152424,0.23436443015948463,0.2991774846152424,0.23088328794347338,0.7086018919944763,0.6535612940260924,0.2969767267446798,0.23816573641827019,0.2969767267446798,0.22815468360051383
9,0.6579,0.3081264458075786,0.2352889383788564,0.3081264458075786,0.2356658868403949,0.6987797617912292,0.656822102481706,0.3067339815638691,0.24137769081056573,0.3067339815638691,0.23421854827085214
10,0.66025,0.31184878127712334,0.29231671982242163,0.31184878127712334,0.2496496575285353,0.6896434426307678,0.6604291129239864,0.3096902340071172,0.3137107429229557,0.3096902340071172,0.24706598796614726
