round,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,test_loss,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1
0,0.03255,0.06257146572009206,0.020647221185104085,0.06257146572009206,0.00995582993772988,4.325889587402344,0.03334191440821653,0.047202628954110724,0.021766380473433378,0.047202628954110724,0.010645811760325379
1,0.62375,0.255383275030042,0.2325744621778239,0.255383275030042,0.20031785051190432,0.9881409406661987,0.623151740034857,0.2538762334815448,0.23819658786589848,0.2538762334815448,0.19890324353755365
2,0.6383,0.26313505723995234,0.23610617018654528,0.26313505723995234,0.20544339927715075,0.8898056149482727,0.6382218829245487,0.2639265885073981,0.25122795924073826,0.2639265885073981,0.20668804737632526
3,0.64895,0.2838495789148136,0.2308560860083019,0.2838495789148136,0.2155727128438653,0.8248530626296997,0.647761671001589,0.28498759778355565,0.2533046615101235,0.28498759778355565,0.21613279160595356
4,0.65675,0.2870078824972134,0.23514164513716904,0.2870078824972134,0.2246891949940839,0.787421703338623,0.6552775090027312,0.28781271687648724,0.25249210003695216,0.28781271687648724,0.2239639135855035
5,0.653,0.2857138980232455,0.22084427746164997,0.2857138980232455,0.21701853635758706,0.7640275359153748,0.6523776974904795,0.28599864763635124,0.2544399013917788,0.28599864763635124,0.21614202784749814
6,0.6537,0.29044775888018237,0.24220604830726633,0.29044775888018237,0.22680637581827404,0.7486165165901184,0.6520995523046104,0.2895561975267307,0.26230680793951483,0.2895561975267307,0.22522150278402078
7,0.65485,0.2870699244376491,0.22301830579047205,0.2870699244376491,0.22024101853165717,0.7334498167037964,0.6540347326403375,0.2876401946157105,0.27534482111129444,0.2876401946157105,0.21985782250814023
8,0.65625,0.29135886703684394,0.22318386146887215,0.29135886703684394,0.2218998948009312,0.719270646572113,0.6555023923444976,0.2910165555494305,0.26267555995585573,0.2910165555494305,0.22205346726833436
9,0.65815,0.29337166887056965,0.2366891628815304,0.29337166887056965,0.22932037035629396,0.7015337347984314,0.658378531926037,0.2929614546150016,0.266690678624198,0.2929614546150016,0.22785055987387293
10,0.66945,0.3093459743849502,0.2550497726579621,0.3093459743849502,0.2453586181720928,0.6789869070053101,0.6699541060443316,0.30837851281849216,0.27947391869334637,0.30837851281849216,0.24312532442212637
