,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4,0,0,0,3,0,0
true_DDOS,24,13793,605,60,12,2,0
true_DOS,29,4801,1444,635,5,1,0
true_MIRAI,1,6,0,821,0,1,0
true_RECON,74,0,0,0,284,13,0
true_SPOOFING,637,0,2,0,476,396,0
true_WEB,1,0,0,0,1,1,0
