,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1230,0,0,0,2817,151,0
true_DDOS,436,119830,8435,575,84,9,0
true_DOS,431,19418,8159,2728,27,3,0
true_MIRAI,14,99,4,9880,1,10,0
true_RECON,156,0,0,0,2418,51,0
true_SPOOFING,174,0,0,0,1319,373,0
true_WEB,13,0,0,0,124,8,0
