,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3831,0,0,0,0,320,47,0
true_BRUTEFORCE,42,0,0,0,0,8,0,0
true_DDOS,2224,0,124610,1884,566,84,1,0
true_DOS,1146,0,24204,2696,2701,17,2,0
true_MIRAI,60,0,110,0,9828,0,10,0
true_RECON,1783,0,0,0,0,832,10,0
true_SPOOFING,1397,0,1,0,0,259,209,0
true_WEB,68,0,0,0,0,23,4,0
