,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3703,0,0,0,0,449,46,0
true_BRUTEFORCE,38,0,0,0,0,12,0,0
true_DDOS,4979,0,123447,358,500,85,0,0
true_DOS,1291,0,25904,865,2687,17,2,0
true_MIRAI,76,0,188,0,9734,0,10,0
true_RECON,1709,0,0,0,0,910,6,0
true_SPOOFING,1361,0,1,0,0,345,159,0
true_WEB,66,0,0,0,0,25,4,0
