,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3681,0,0,0,0,462,55,0
true_BRUTEFORCE,33,0,0,0,0,17,0,0
true_DDOS,220,0,126936,1561,569,82,1,0
true_DOS,207,0,25298,2512,2731,16,2,0
true_MIRAI,11,0,106,0,9881,0,10,0
true_RECON,1363,0,0,0,0,1249,13,0
true_SPOOFING,1316,0,1,0,0,319,230,0
true_WEB,56,0,0,0,0,35,4,0
