,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5924,0,0,0,0,640,76,0
true_BRUTEFORCE,24,0,0,0,0,9,0,0
true_DDOS,16,0,15906,318,63,7,0,0
true_DOS,11,0,1612,225,201,2,0,0
true_MIRAI,1,0,19,0,1984,0,6,0
true_RECON,508,0,0,0,0,338,2,0
true_SPOOFING,172,0,0,0,0,50,43,0
true_WEB,104,0,0,0,0,56,8,0
