,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,0,2,0,0
true_BRUTEFORCE,3,0,0,0,0,5,0,0
true_DDOS,22,0,5878,63,32,9,0,0
true_DOS,120,0,12122,1164,1326,6,1,0
true_MIRAI,16,0,81,0,7421,0,8,0
true_RECON,52,0,0,0,0,93,2,0
true_SPOOFING,834,0,0,1,0,310,153,0
true_WEB,32,0,0,0,0,37,3,0
