,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3239,0,0,0,0,904,55,0
true_BRUTEFORCE,23,0,0,0,0,27,0,0
true_DDOS,204,0,126808,1707,566,83,1,0
true_DOS,187,0,25254,2589,2718,16,2,0
true_MIRAI,11,0,115,2,9870,0,10,0
true_RECON,948,0,0,0,0,1664,13,0
true_SPOOFING,1192,0,0,1,0,433,240,0
true_WEB,41,0,0,0,0,50,4,0
