,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5771,0,0,0,0,783,86,0
true_BRUTEFORCE,23,0,0,0,0,10,0,0
true_DDOS,10,0,15104,1127,62,7,0,0
true_DOS,5,0,1258,585,201,2,0,0
true_MIRAI,1,0,19,0,1984,0,6,0
true_RECON,444,0,0,0,0,400,3,1
true_SPOOFING,168,0,0,0,0,54,43,0
true_WEB,100,0,0,0,0,60,8,0
