,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3790,0,0,0,0,372,36,0
true_BRUTEFORCE,41,0,0,0,0,9,0,0
true_DDOS,4980,0,123410,399,496,84,0,0
true_DOS,1288,0,25802,971,2686,17,2,0
true_MIRAI,76,0,195,0,9727,0,10,0
true_RECON,1815,0,0,0,0,804,6,0
true_SPOOFING,1393,0,1,0,0,320,152,0
true_WEB,74,0,0,0,0,17,4,0
