,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4130,0,0,0,0,1200,76,2
true_BRUTEFORCE,0,0,0,0,0,0,0,0
true_DDOS,531,0,284004,3938,1354,172,9,2
true_DOS,1,0,94,10,9,0,0,0
true_MIRAI,2,0,40,0,2417,0,4,0
true_RECON,3125,0,0,1,0,5097,42,0
true_SPOOFING,6,0,0,0,0,1,0,0
true_WEB,9,0,0,0,0,4,0,0
