Round,client_1,client_2,client_3,client_4,client_5
1,0.21893199036823222,0.20997949834121515,0.21211094512431133,0.18749670346815459,0.18295638295714595
2,0.2339724147476726,0.20793762687303233,0.22320047987373393,0.2207819116987406,0.21835832050708845
3,0.24513438771614032,0.2298934108802966,0.2254501784792249,0.22531147694919093,0.23116091268255878
4,0.28334675713163804,0.3126455709457401,0.2672819212481812,0.27354854881131696,0.2684608725007941
5,0.29356058075548874,0.31886543759020664,0.27385343106620996,0.29425531747027406,0.2808958277880864
6,0.29909974234973397,0.3346836239197948,0.2711377360960776,0.3102958182528658,0.2887458613228845
7,0.28443320601715205,0.2867213916392909,0.26758585645219485,0.25939085832878467,0.2870398948630497
8,0.31534532514092956,0.3259489150747006,0.29269776039153156,0.28923907555015554,0.2990730820840293
9,0.3059996245425971,0.33207225330565243,0.25738931198025405,0.28563139585933633,0.2641678473369509
10,0.2900323464738496,0.31043256745546527,0.25760483933507117,0.2811752347190579,0.24629564086841432
11,0.3094066083386844,0.3320028412733351,0.29221336825707445,0.31274406107355845,0.29857476566735114
12,0.3542541059204418,0.3343836339809826,0.3014162362959931,0.3324956678884591,0.3281617971332859
13,0.3041227160546711,0.32036143426452185,0.29531018390826536,0.2885306727802761,0.28685654761730883
14,0.31732495329278243,0.3374838730811915,0.2897730527561902,0.2946077920138041,0.29098978840914136
15,0.3273410624659753,0.32127602796675053,0.2836948893003316,0.2848769895352829,0.27932672537710107
16,0.2630276983570053,0.3029236774183509,0.259042843527827,0.2488898115706793,0.242883673064363
17,0.31550232871526646,0.3120118651549961,0.27357870653581795,0.2986438191910603,0.26637540897313916
18,0.31518590589986367,0.3171654949415671,0.2555109517163682,0.2880580220843816,0.2684581584757709
19,0.3252971199575709,0.3167478943214944,0.2795681169120052,0.32425825722988233,0.31109816022740117
20,0.383250274314419,0.3429925761879832,0.3124748636568301,0.3449217830479488,0.33601730403740177
21,0.34287188616406045,0.31869566556325535,0.2885813302806757,0.3173426500400648,0.32060784089841726
22,0.3927277063056946,0.3292314221097622,0.32273962494954256,0.344389070206584,0.3316951928232682
23,0.36124089899967093,0.33536555041799343,0.30554596348213575,0.32724475666854225,0.3436275420886416
24,0.3690229404333563,0.33244372854953497,0.30589981440724684,0.3056740532422564,0.33341886851401126
25,0.336633282089128,0.3456097742427085,0.29929201228430447,0.3328547155787397,0.2969603968012244
26,0.3709304462151042,0.3665469633070525,0.3082576097484182,0.3563865134937716,0.3188685226322532
27,0.3568004904326476,0.3582038634656937,0.3133708970482303,0.33417722055105775,0.31593632675597316
28,0.2947795939911252,0.3495088272517302,0.28194038696398127,0.2971867747435022,0.2685066636350139
29,0.3106153145728516,0.332809247247503,0.2818878202361852,0.30168740653079984,0.29506484309995407
30,0.3661018088396741,0.3409708476342264,0.331714385668885,0.33071443732401146,0.38440466512402277
