,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6832,0,0,0,24,106,0
true_DDOS,3257,79964,2180,352,12,5,0
true_DOS,545,10336,1866,1240,3,2,0
true_MIRAI,126,387,1,17179,0,20,0
true_RECON,4,0,0,0,0,0,0
true_SPOOFING,3360,0,1,7,45,641,0
true_WEB,347,0,0,0,5,16,0
