,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4122,0,0,0,30,46,0
true_DDOS,181,125099,3603,416,61,7,2
true_DOS,200,23259,4608,2675,22,2,0
true_MIRAI,9,127,2,9858,0,12,0
true_RECON,2206,0,0,0,319,96,4
true_SPOOFING,1530,0,0,0,22,313,1
true_WEB,132,0,0,0,1,12,0
