,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2987,0,0,0,19,46,1
true_DDOS,112,76488,4195,214,29,15,1
true_DOS,88,14497,6666,127,4,1,0
true_MIRAI,21,179,8,15908,0,35,0
true_RECON,5110,0,0,0,923,205,6
true_SPOOFING,778,0,0,0,11,175,0
true_WEB,11,0,0,0,0,3,0
