,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4117,0,0,0,29,49,3
true_DDOS,46,123039,5947,271,24,40,2
true_DOS,19,21543,9177,7,8,12,0
true_MIRAI,3,99,8,9885,0,13,0
true_RECON,2136,0,0,0,373,101,15
true_SPOOFING,1511,0,0,0,20,330,5
true_WEB,125,0,0,0,3,13,4
