,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5879,0,0,0,0,689,72,0
true_BRUTEFORCE,24,0,0,0,0,9,0,0
true_DDOS,580,0,15609,56,58,7,0,0
true_DOS,76,0,1718,56,199,2,0,0
true_MIRAI,16,0,43,0,1945,0,6,0
true_RECON,578,0,0,0,0,269,1,0
true_SPOOFING,183,0,0,0,0,54,28,0
true_WEB,119,0,0,0,0,42,7,0
