,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3724,0,0,0,0,428,46,0
true_BRUTEFORCE,38,0,0,0,0,12,0,0
true_DDOS,4984,0,123430,370,500,85,0,0
true_DOS,1294,0,25867,900,2686,17,2,0
true_MIRAI,76,0,188,0,9734,0,10,0
true_RECON,1723,0,0,0,0,896,6,0
true_SPOOFING,1365,0,1,0,0,341,159,0
true_WEB,67,0,0,0,0,24,4,0
