,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3863,0,0,0,0,288,47,0
true_BRUTEFORCE,42,0,0,0,0,8,0,0
true_DDOS,2221,0,124623,1876,564,84,1,0
true_DOS,1146,0,24214,2687,2700,17,2,0
true_MIRAI,60,0,110,0,9828,0,10,0
true_RECON,1802,0,0,0,0,813,10,0
true_SPOOFING,1402,0,1,0,0,254,209,0
true_WEB,69,0,0,0,0,22,4,0
