,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5636,0,0,0,0,918,86,0
true_BRUTEFORCE,23,0,0,0,0,10,0,0
true_DDOS,16,0,15412,813,62,7,0,0
true_DOS,12,0,1362,474,201,2,0,0
true_MIRAI,1,0,19,0,1984,0,6,0
true_RECON,416,0,0,0,0,429,3,0
true_SPOOFING,168,0,0,0,0,54,43,0
true_WEB,96,0,0,0,0,64,8,0
