round,class,client_id,class_examples,class_weight,class_shap_weight
4,WEB,2,286,0.22613802041997014,0.22028935081094053
4,WEB,3,21,0.13442464279481697,0.20598706775301462
4,WEB,4,343,0.2236927404305984,0.1933308521323932
4,WEB,5,670,0.287453883111601,0.21983492668066182
5,BENIGN,1,21631,0.25768689585173005,0.1956415389056217
5,BENIGN,2,30,0.09807828917410501,0.18424940225511713
5,BENIGN,3,10438,0.21514817555149143,0.2081921387656613
5,BENIGN,4,1789,0.15435086590984334,0.21675139608460423
5,BENIGN,5,26562,0.2747357735128301,0.19516552398899575
5,BRUTEFORCE,1,0,0.0,0.0
5,BRUTEFORCE,2,30,0.18483285635996874,0.25806935354520727
5,BRUTEFORCE,3,442,0.3273846285032399,0.22641751904547175
5,BRUTEFORCE,4,123,0.2410947421318412,0.25622407925148344
5,BRUTEFORCE,5,132,0.2466877730049501,0.25928904815783754
5,DDOS,1,1160039,0.3293420700830294,0.21739884054561517
5,DDOS,2,24016,0.13172773664321336,0.19996135415409205
5,DDOS,3,575798,0.265944119654271,0.2209900153563161
5,DDOS,4,37815,0.1103266704138302,0.1409795983740179
5,DDOS,5,65238,0.16265940320565622,0.22067019156995885
5,DOS,1,457,0.0772559028038324,0.13490940541268504
5,DOS,2,58958,0.21948457213937614,0.21631923490967114
5,DOS,3,19342,0.1732460145977229,0.21896511802147772
5,DOS,4,356064,0.38157783529826717,0.2159946077498438
5,DOS,5,8205,0.1484356751608015,0.2138116339063223
5,MIRAI,1,9852,0.1691201149600901,0.2001464313900208
5,MIRAI,2,30104,0.2211481435610041,0.20090361793931158
5,MIRAI,3,93569,0.3137936289309804,0.2020104347149384
5,MIRAI,4,2545,0.13590157713862955,0.20161628553142774
5,MIRAI,5,8040,0.16003653540929588,0.19532323042430152
5,RECON,1,33060,0.39850518341443253,0.196213834861363
5,RECON,2,589,0.14168342363564776,0.2031743681274546
5,RECON,3,516,0.13935686243723136,0.20365505857208002
5,RECON,4,243,0.12361707188524944,0.19572561691066456
5,RECON,5,3392,0.196837458627439,0.2012311215284378
5,SPOOFING,1,29,0.11575037852162194,0.2141160680317427
5,SPOOFING,2,5190,0.21543497282488533,0.19830106312705306
5,SPOOFING,3,6742,0.23613936121086382,0.20720767066628237
5,SPOOFING,4,13850,0.2800535205572451,0.1801864660860382
5,SPOOFING,5,1059,0.1526217668853838,0.20018873208888366
5,WEB,1,49,0.14434993997973591,0.1926762560964347
5,WEB,2,286,0.2197351612995595,0.20748363257011926
5,WEB,3,21,0.125535490645795,0.18820876345497065
5,WEB,4,343,0.22994883754055,0.20584304635229647
5,WEB,5,670,0.2804305705343596,0.20578830152617894
6,BENIGN,1,21631,0.26717959647873774,0.214626940159637
6,BENIGN,2,30,0.09413969537838167,0.1763722146636704
6,BENIGN,3,10438,0.21889709413376057,0.2156899759301995
6,BENIGN,4,1789,0.15066296674285462,0.20937559775062672
6,BENIGN,5,26562,0.26912064726626544,0.18393527149586633
6,BRUTEFORCE,1,0,0.0,0.0
6,BRUTEFORCE,2,30,0.17847898984002017,0.24536162050531005
6,BRUTEFORCE,3,442,0.3399272676669825,0.2515027973729567
6,BRUTEFORCE,4,123,0.23939040688205754,0.25281540875191605
6,BRUTEFORCE,5,132,0.2422033356109399,0.2503201733698171
6,DDOS,1,1160039,0.3288358483627437,0.21638639710504395
6,DDOS,2,24016,0.13657991435062772,0.20966570956892083
6,DDOS,3,575798,0.2670292519656465,0.2231602799790671
6,DDOS,4,37815,0.14317880219016899,0.2066838619266955
6,DDOS,5,65238,0.12437618313081311,0.14410375142027265
6,DOS,1,457,0.06263457058925676,0.10566674098353376
6,DOS,2,58958,0.22206570213922197,0.22148149490936286
6,DOS,3,19342,0.1750096205498965,0.22249232992582493
6,DOS,4,356064,0.38596835823199005,0.22477565361728974
6,DOS,5,8205,0.15432174848963465,0.22558378056398862
6,MIRAI,1,9852,0.1702081343067941,0.20232247008342877
6,MIRAI,2,30104,0.2219105311932654,0.20242839320383418
6,MIRAI,3,93569,0.3121679037178473,0.1987589842886721
6,MIRAI,4,2545,0.1351222372368419,0.20005760572785247
6,MIRAI,5,8040,0.16059119354525142,0.19643254669621257
6,RECON,1,33060,0.3992136367250759,0.19763074148264984
6,RECON,2,589,0.14014303113777435,0.20009358313170783
6,RECON,3,516,0.13952517766012693,0.20399168901787115
6,RECON,4,243,0.12267942918555987,0.19385033151128542
6,RECON,5,3392,0.19843872529146303,0.20443365485648585
6,SPOOFING,1,29,0.09839136338479881,0.17939803775809646
6,SPOOFING,2,5190,0.21977540293183953,0.2069819233409615
6,SPOOFING,3,6742,0.2351343159367608,0.20519758011807632
6,SPOOFING,4,13850,0.2938287829710833,0.20773699091371453
6,SPOOFING,5,1059,0.15287013477551759,0.2006854678691512
6,WEB,1,49,0.134727941600088,0.1734322593371389
6,WEB,2,286,0.2229385918097087,0.2138904935904177
6,WEB,3,21,0.12725126941458775,0.19164032099255618
6,WEB,4,343,0.23031792896091427,0.20658122919302496
6,WEB,5,670,0.28476426821470124,0.2144556968868623
7,BENIGN,1,21631,0.2587511581267206,0.19777006345560277
7,BENIGN,2,30,0.09129748639812972,0.1706877967031665
7,BENIGN,3,10438,0.21832811287473078,0.2145520134121399
7,BENIGN,4,1789,0.15458920697436163,0.21722807821364074
7,BENIGN,5,26562,0.27703403562605733,0.19976204821545016
7,BRUTEFORCE,1,0,0.0,0.0
7,BRUTEFORCE,2,30,0.1853049282288662,0.2590134972830022
