,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,366,0,0,0,0,79,2,0
true_BRUTEFORCE,11,0,0,0,0,20,0,0
true_DDOS,33,0,9252,125,42,2,0,0
true_DOS,775,0,72095,8050,8034,55,7,0
true_MIRAI,0,0,10,0,625,0,1,0
true_RECON,29,0,0,0,0,29,2,0
true_SPOOFING,2281,0,0,0,0,760,422,0
true_WEB,46,0,0,0,0,39,1,0
