,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,396,0,0,0,0,48,3,0
true_BRUTEFORCE,16,0,0,0,0,15,0,0
true_DDOS,79,0,9200,134,39,2,0,0
true_DOS,2422,0,70821,7751,7958,57,7,0
true_MIRAI,1,0,14,0,620,0,1,0
true_RECON,38,0,0,0,0,20,2,0
true_SPOOFING,2505,0,0,0,0,547,411,0
true_WEB,62,0,0,0,0,23,1,0
