,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,0,2,0,0
true_BRUTEFORCE,3,0,0,0,0,4,1,0
true_DDOS,13,0,3119,2833,30,9,0,0
true_DOS,71,0,1402,11933,1326,6,1,0
true_MIRAI,13,0,73,2,7430,0,8,0
true_RECON,47,0,0,0,0,95,5,0
true_SPOOFING,782,0,0,1,0,314,201,0
true_WEB,28,0,0,0,0,40,4,0
