Round,client_1,client_2,client_3,client_4,client_5
1,0.7039666771888733,0.5204333066940308,0.33500000834465027,0.5361666679382324,0.4336666762828827
2,0.7616666555404663,0.6950500011444092,0.5100333094596863,0.785266637802124,0.5041499733924866
3,0.5570499897003174,0.8123833537101746,0.7167500257492065,0.8122666478157043,0.5218499898910522
4,0.805733323097229,0.7194166779518127,0.5543166399002075,0.8091166615486145,0.5454333424568176
5,0.29760000109672546,0.505133330821991,0.5687666535377502,0.4330666661262512,0.46043333411216736
6,0.5159833431243896,0.7000499963760376,0.5448833107948303,0.7774166464805603,0.7828166484832764
7,0.5791333317756653,0.4387666583061218,0.4760499894618988,0.5186333060264587,0.5724833607673645
8,0.7890666723251343,0.31520000100135803,0.8026000261306763,0.6262000203132629,0.5219500064849854
9,0.5576333403587341,0.45115000009536743,0.46183332800865173,0.4712333381175995,0.5270500183105469
10,0.5412499904632568,0.541266679763794,0.7789166569709778,0.7687833309173584,0.7390833497047424
11,0.3879166543483734,0.47618332505226135,0.5325000286102295,0.6092166900634766,0.5276333093643188
12,0.5939499735832214,0.4772999882698059,0.517383337020874,0.31360000371932983,0.5210833549499512
13,0.7437166571617126,0.533466637134552,0.7591666579246521,0.6441666483879089,0.32911667227745056
14,0.47126665711402893,0.6381666660308838,0.3008333444595337,0.7742499709129333,0.7421666383743286
15,0.770633339881897,0.7653833627700806,0.31485000252723694,0.5537999868392944,0.6438000202178955
16,0.5196999907493591,0.7622833251953125,0.6498166918754578,0.3269333243370056,0.5060499906539917
17,0.670116662979126,0.3320666551589966,0.8047666549682617,0.5444166660308838,0.8013666868209839
18,0.5496166944503784,0.30496665835380554,0.5967666506767273,0.7391833066940308,0.7497333288192749
19,0.7855833172798157,0.6422500014305115,0.574150025844574,0.7694500088691711,0.3169666528701782
20,0.7741666436195374,0.32268333435058594,0.7931666374206543,0.6435999870300293,0.5679500102996826
