,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6,0,0,0,0,1,0,0
true_BRUTEFORCE,3,0,0,0,0,5,0,0
true_DDOS,43,0,5894,27,31,9,0,0
true_DOS,321,0,12531,558,1322,6,1,0
true_MIRAI,31,0,78,0,7409,0,8,0
true_RECON,67,0,0,0,0,77,3,0
true_SPOOFING,878,0,1,0,0,269,150,0
true_WEB,33,0,0,0,0,36,3,0
