,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3739,0,0,0,0,404,55,0
true_BRUTEFORCE,35,0,0,0,0,15,0,0
true_DDOS,957,0,125985,1801,540,83,3,0
true_DOS,844,0,24580,2632,2692,16,2,0
true_MIRAI,34,0,142,0,9822,0,10,0
true_RECON,1618,0,0,0,0,988,19,0
true_SPOOFING,1347,0,0,1,0,292,226,0
true_WEB,57,0,0,0,0,34,4,0
