,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2314,0,1,0,0,272,23,0
true_BRUTEFORCE,78,0,0,0,0,32,0,0
true_DDOS,5572,0,137216,432,625,106,0,0
true_DOS,208,0,4041,142,441,3,1,0
true_MIRAI,161,0,470,0,22733,0,28,0
true_RECON,86,0,0,0,0,43,0,0
true_SPOOFING,1252,0,1,0,0,296,136,0
true_WEB,3,0,0,0,0,1,1,0
