,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3772,0,0,0,0,378,48,0
true_BRUTEFORCE,33,0,0,0,0,17,0,0
true_DDOS,400,0,124416,3892,576,84,1,0
true_DOS,365,0,23371,4293,2719,16,2,0
true_MIRAI,16,0,111,2,9869,0,10,0
true_RECON,1553,0,0,0,0,1062,10,0
true_SPOOFING,1360,0,0,1,0,283,222,0
true_WEB,57,0,0,0,0,34,4,0
