,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3725,0,0,0,0,418,55,0
true_BRUTEFORCE,34,0,0,0,0,16,0,0
true_DDOS,220,0,126565,1933,568,82,1,0
true_DOS,206,0,24946,2865,2731,16,2,0
true_MIRAI,11,0,106,0,9881,0,10,0
true_RECON,1408,0,0,0,0,1204,13,0
true_SPOOFING,1326,0,1,0,0,309,230,0
true_WEB,58,0,0,0,0,33,4,0
