,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4117,0,0,0,35,46,0
true_DDOS,133,126366,2444,356,62,6,2
true_DOS,136,24519,3941,2146,22,2,0
true_MIRAI,7,104,4,9882,0,11,0
true_RECON,2158,0,0,0,385,82,0
true_SPOOFING,1523,0,0,0,26,316,1
true_WEB,132,0,0,0,1,12,0
