,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4118,0,0,0,39,41,0
true_DDOS,203,125453,3194,450,66,1,2
true_DOS,237,23626,4198,2680,23,2,0
true_MIRAI,10,119,2,9866,0,11,0
true_RECON,2170,0,0,0,408,45,2
true_SPOOFING,1536,0,0,0,28,301,1
true_WEB,132,0,0,0,2,11,0
