,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6793,0,0,0,47,121,1
true_DDOS,40,83508,1964,215,34,9,0
true_DOS,13,10904,3063,4,5,3,0
true_MIRAI,6,182,15,17479,0,31,0
true_RECON,3,0,0,0,1,0,0
true_SPOOFING,3258,0,0,0,74,718,4
true_WEB,337,0,0,0,13,16,2
