,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3570,0,0,0,18,43,0
true_DDOS,95,47726,1215,193,27,0,0
true_DOS,550,56071,9908,6606,32,5,1
true_MIRAI,1,12,0,861,0,0,0
true_RECON,124,0,0,0,25,3,0
true_SPOOFING,1362,0,0,0,29,282,2
true_WEB,97,0,0,0,0,4,1
