round,client_id,num_examples,size_weight,consensus_alignment,shap_stability,shap_quality,validation_f1,utility_score,utility_weight,final_weight,local_loss,local_accuracy,local_balanced_accuracy,local_precision,local_recall,local_f1,shap_source_round,shap_calculated
1,1,478837,0.18579326780371536,0.9835276338173868,1.0,0.9884693436721708,0.25282280833455595,0.24990759541981356,0.19283309205551719,0.1872012326540757,0.5885608196258545,0.8183526856570045,0.3238543738295296,0.291375827609775,0.3238543738295296,0.29060417541975503,1,1
1,2,477793,0.185388185966708,0.9960476892343556,1.0,0.9972333824640489,0.24406608477745617,0.24339084726737995,0.18780465466741042,0.18587147970684847,0.9417334198951721,0.5861329939974382,0.35833227419391184,0.31392889360546095,0.35833227419391184,0.30738190619857264,1,1
1,3,597080,0.23167266593901967,0.9806389830476715,1.0,0.9864472881333699,0.2591487218976882,0.25563655393920337,0.19725365711955986,0.22478886417512767,0.9164047837257385,0.7209906813781646,0.356337579237216,0.3336649655935631,0.356337579237216,0.3322000544507107,1,1
1,4,655763,0.2544422228749403,0.9993004413833411,1.0,0.9995103089683386,0.32763969499159684,0.32747925277134315,0.25268874597367175,0.25409152749468655,0.6301928162574768,0.7369602478940595,0.3828722219935253,0.3309018670396941,0.3828722219935253,0.3093133072008652,1,1
1,5,367784,0.1427036574156167,0.9905973655841428,1.0,0.9934181559088999,0.221019244990637,0.21956453077897597,0.16941985018384081,0.1480468959692615,1.197766661643982,0.5543954669537886,0.318844338942105,0.28356440448403314,0.318844338942105,0.2702247718183205,1,1
2,1,478837,0.18579326780371536,0.9835276338173868,1.0,0.9884693436721708,0.314286759631661,0.3106628270179612,0.20219499503853747,0.18907361325067978,0.4088596701622009,0.8655584328794587,0.39477860051841623,0.3399498670872104,0.39477860051841623,0.3556801379253561,1,0
2,2,477793,0.185388185966708,0.9960476892343556,1.0,0.9972333824640489,0.30119209052419627,0.30035880720486224,0.19548862062295255,0.18740827289795692,0.7328537106513977,0.5930145920016073,0.4240108384922674,0.35701740321623265,0.4240108384922674,0.3576095898896147,1,0
2,3,597080,0.23167266593901967,0.9806389830476715,1.0,0.9864472881333699,0.30629670847234053,0.3021455574367177,0.19665152755241352,0.22466843826169847,0.5654469728469849,0.7762860837001159,0.39594270516601154,0.3788863409577347,0.39594270516601154,0.3770953594812423,1,0
2,4,655763,0.2544422228749403,0.9993004413833411,1.0,0.9995103089683386,0.34711599852279784,0.34694601893137506,0.22580992148253992,0.24871576259646022,0.5265774726867676,0.75191074837899,0.41140669428005694,0.3597916581802098,0.41140669428005694,0.34768403885345606,1,0
2,5,367784,0.1427036574156167,0.9905973655841428,1.0,0.9934181559088999,0.27816927290591664,0.27633840612071525,0.17985493530355648,0.15013391299320467,0.8517854809761047,0.5843910078632255,0.37549647620654897,0.34438575154234796,0.37549647620654897,0.31509729722309127,1,0
3,1,478837,0.18579326780371536,0.9835276338173868,1.0,0.9884693436721708,0.33805294759435234,0.3341549752350322,0.20251424094160342,0.18913746243129298,0.35283687710762024,0.8759335059727675,0.4106992573175551,0.35383217025756786,0.4106992573175551,0.36903222226809734,1,0
3,2,477793,0.185388185966708,0.9960476892343556,1.0,0.9972333824640489,0.31826686401011406,0.3173863413230315,0.1923516295187811,0.18678087467712262,0.6900069713592529,0.5916499928839923,0.4372192383436787,0.3694956611841149,0.4372192383436787,0.36897909152526154,1,0
3,3,597080,0.23167266593901967,0.9806389830476715,1.0,0.9864472881333699,0.3176748694613461,0.31336951348826714,0.18991723559907886,0.22332157987103152,0.5183210968971252,0.7798366728969458,0.4139131040843832,0.401584998736332,0.4139131040843832,0.3911508013452507,1,0
3,4,655763,0.2544422228749403,0.9993004413833411,1.0,0.9995103089683386,0.3529004836061945,0.3527276714043036,0.2137702022341549,0.24630781874678323,0.5057464241981506,0.7305067066810621,0.41760353782544735,0.39551128046860307,0.41760353782544735,0.3508249177709471,1,0
3,5,367784,0.1427036574156167,0.9905973655841428,1.0,0.9934181559088999,0.33459574185641056,0.33239348484996567,0.20144669170638174,0.1544522642737697,0.7378267049789429,0.6408365688929492,0.42474154425668487,0.3900540382181625,0.42474154425668487,0.38338524901902266,1,0
4,1,478837,0.18579326780371536,0.9835276338173868,1.0,0.9884693436721708,0.33910495133676616,0.33519484868383664,0.19940936194014647,0.18851648663100157,0.33819687366485596,0.9021802689833764,0.4145070334602689,0.3643019380003595,0.4145070334602689,0.3802983892431448,1,0
4,2,477793,0.185388185966708,0.9960476892343556,1.0,0.9972333824640489,0.3139503489604755,0.3130817684196235,0.1862541620815198,0.18556138118967036,0.6593384146690369,0.6176610938559552,0.44409528905867457,0.40742486088920477,0.44409528905867457,0.37908394443749943,1,0
4,3,597080,0.23167266593901967,0.9806389830476715,1.0,0.9864472881333699,0.3247033964680548,0.3203027848936071,0.1905499867139399,0.22344813009400372,0.49507051706314087,0.7664583207722866,0.4185880442973557,0.3958252678129606,0.4185880442973557,0.3899122496467922,1,0
4,4,655763,0.2544422228749403,0.9993004413833411,1.0,0.9995103089683386,0.36651714437302224,0.3663376642144726,0.2179364037439463,0.2471410590487415,0.4809298813343048,0.7496172403486621,0.42797893118172325,0.40057456748206993,0.42797893118172325,0.37876352358760706,1,0
4,5,367784,0.1427036574156167,0.9905973655841428,1.0,0.9934181559088999,0.34831385560068534,0.3460213081083517,0.2058500855204475,0.15533294303658285,0.7010909914970398,0.6572373215004296,0.43663338937057733,0.37220083329544373,0.43663338937057733,0.38810564954996996,1,0
5,1,478837,0.18579326780371536,0.995094948157293,0.9760900736583095,0.9893934858075979,0.34522805187816336,0.34156638564630226,0.20146549920019227,0.18892771408301073,0.3263559341430664,0.8984796591763429,0.4177479533791118,0.402234129783931,0.4177479533791118,0.3874615882464163,5,1
5,2,477793,0.185388185966708,0.970534154541726,0.9569043030469355,0.9664451990932887,0.3270382472992209,0.31606454402221573,0.18642379290465225,0.18559530735429686,0.6450319290161133,0.675819805942285,0.45440723257822196,0.39951298846766725,0.45440723257822196,0.40039673892935107,5,1
