round,client_id,num_test_examples,loss,accuracy,balanced_accuracy,precision,recall,f1
1,1,119710,1.5118517875671387,0.4138919054381422,0.27532494477559,0.18488328342411378,0.27532494477559,0.1678553370456154
1,2,119449,2.0803093910217285,0.33976006496496414,0.2898000940643272,0.1801729132802795,0.2898000940643272,0.1919480314817085
1,3,149271,1.5351475477218628,0.5177763932712985,0.2941441805086661,0.24617172941062815,0.2941441805086661,0.2583959743409887
1,4,163941,0.9922981858253479,0.7089928693859376,0.27447885641612557,0.2046336718114412,0.27447885641612557,0.20736460926489156
1,5,91947,1.5625637769699097,0.3560094402209969,0.2738393513534046,0.1650563265177296,0.2738393513534046,0.15806539904725578
2,1,119710,0.5026320219039917,0.7987636788906524,0.4001708448931548,0.3222599717717848,0.4001708448931548,0.3207991102734911
2,2,119449,1.134684443473816,0.5312309018911837,0.4227083846229954,0.2967734669956689,0.4227083846229954,0.3105098463832499
2,3,149271,0.6569688320159912,0.7288555714103878,0.42816385377202393,0.3773762686209816,0.42816385377202393,0.37763974380505666
2,4,163941,0.581525444984436,0.7980126996907424,0.39707243128801994,0.30902864631027044,0.39707243128801994,0.32849761849930215
2,5,91947,0.9601585268974304,0.4566326253167586,0.3985853558279234,0.2841283772511019,0.3985853558279234,0.27393249746376447
3,1,119710,0.4286484718322754,0.8257956728761173,0.416989964689602,0.35113072327244677,0.416989964689602,0.3328882360771672
3,2,119449,1.0301717519760132,0.5055881589632395,0.4424025108235778,0.3137366012532123,0.4424025108235778,0.31902338922646245
3,3,149271,0.5422245264053345,0.7837490202383585,0.44756610623158233,0.39527106179536947,0.44756610623158233,0.39683561042634885
3,4,163941,0.5429810881614685,0.7331966988123776,0.41595119779252115,0.3405597808676521,0.41595119779252115,0.3371393821287015
3,5,91947,0.8448546528816223,0.5945055303598812,0.41892590837665217,0.31297235312374744,0.41892590837665217,0.30853706845948603
4,1,119710,0.41832107305526733,0.839578982541141,0.42106744811086655,0.36206352207520603,0.42106744811086655,0.3538170161510943
4,2,119449,0.9346097111701965,0.5331061792061884,0.44711749274818174,0.33502031824424805,0.44711749274818174,0.33601752593835615
4,3,149271,0.5205351114273071,0.7645222447762794,0.45050296095671294,0.40478415121175,0.45050296095671294,0.40584221899253903
4,4,163941,0.5152912735939026,0.7801221171031042,0.42157999841944327,0.38937854682544687,0.42157999841944327,0.3586400565623241
4,5,91947,0.8092723488807678,0.547804713585,0.4259010217661145,0.35438968982530394,0.4259010217661145,0.31140558049865613
5,1,119710,0.40517905354499817,0.8347005262718236,0.4237585724092988,0.364744139250112,0.4237585724092988,0.3496258406647089
5,2,119449,0.9111533164978027,0.5403728788018317,0.4531380264161521,0.35589033531432585,0.4531380264161521,0.34718151908633044
5,3,149271,0.5116947293281555,0.7652658587401437,0.4532147581075147,0.40581569312413385,0.4532147581075147,0.40627661386293096
5,4,163941,0.5090256333351135,0.7757546922368413,0.42716083027460183,0.38258475164149336,0.42716083027460183,0.3612752328914773
5,5,91947,0.7904242873191833,0.5535471521637465,0.4313415786192806,0.35508083421908515,0.4313415786192806,0.3134329970017945
6,1,119710,0.3931628465652466,0.8356027065408069,0.4459226865375305,0.35482562209618357,0.4459226865375305,0.3572932441831029
6,2,119449,0.9034850001335144,0.5366390677192777,0.4620411009586235,0.38366794543442695,0.4620411009586235,0.3544557329670961
6,3,149271,0.5034949779510498,0.7733585224189561,0.4509095109440534,0.39753030298052694,0.4509095109440534,0.40687409997151347
6,4,163941,0.5022944211959839,0.7613653692486931,0.4334691943714916,0.3772517463739635,0.4334691943714916,0.36628005321219503
6,5,91947,0.7776421308517456,0.579203236647199,0.43803091899343044,0.33575391356651074,0.43803091899343044,0.32227894710081073
7,1,119710,0.3928394615650177,0.8390025895915129,0.4477967032419723,0.35905605831284815,0.4477967032419723,0.36188643597692643
7,2,119449,0.8682036399841309,0.5506617887131746,0.4667294753903054,0.35248959726061335,0.4667294753903054,0.3641991025255612
7,3,149271,0.5049465894699097,0.756262100474975,0.45331658312473,0.3985809004893159,0.45331658312473,0.4070493690115344
7,4,163941,0.4999295175075531,0.7683678884476732,0.437670276956694,0.37870445877848735,0.437670276956694,0.3735855745989445
7,5,91947,0.7563780546188354,0.5724384699881453,0.44225202857835827,0.36780149039920745,0.44225202857835827,0.3274253777937231
8,1,119710,0.37897294759750366,0.8410492022387436,0.4483101632579063,0.3881537136803824,0.4483101632579063,0.36185313198804187
8,2,119449,0.8830202221870422,0.5356093395507706,0.46796595760986587,0.3921845008316439,0.46796595760986587,0.36226467006294905
8,3,149271,0.49230751395225525,0.7764602635475075,0.45197103255053517,0.4074477561274983,0.45197103255053517,0.4100691305159283
8,4,163941,0.4902125597000122,0.7561439786264571,0.439131403181832,0.3956429825484255,0.439131403181832,0.37581880701575127
8,5,91947,0.7603528499603271,0.5958323816981522,0.44489716476408225,0.3667124915136032,0.44489716476408225,0.33573358209722226
9,1,119710,0.3727453052997589,0.8383510149528026,0.4535476317047415,0.3645486561627927,0.4535476317047415,0.36499878726390245
9,2,119449,0.8855091333389282,0.5422732714380196,0.46989402878710984,0.3567799258878179,0.46989402878710984,0.3646093677456703
9,3,149271,0.4910563826560974,0.7717775053426319,0.4537942351606058,0.39912817727691224,0.4537942351606058,0.40845554886679536
9,4,163941,0.49228623509407043,0.7590840607291648,0.44114703416051343,0.39572629878315163,0.44114703416051343,0.3750514149069257
9,5,91947,0.7484325766563416,0.6008352637932722,0.4461564277576675,0.3721614523938129,0.4461564277576675,0.33405392844404336
10,1,119710,0.38114529848098755,0.8330298220700025,0.45244482468582464,0.38826169309853037,0.45244482468582464,0.36383783870597175
10,2,119449,0.8584176301956177,0.539083625647766,0.471495420761739,0.42230818568349127,0.471495420761739,0.36762752780562213
10,3,149271,0.486446738243103,0.7763061813748149,0.45440412080294,0.387783981609392,0.44020399202784816,0.3966515287451886
10,4,163941,0.48886218667030334,0.7466100609365565,0.4414379369557857,0.4107018794741232,0.4414379369557857,0.3709096816426744
10,5,91947,0.7358853816986084,0.622456415108704,0.4467806098166944,0.3533948089598257,0.4467806098166944,0.3381732106743252
