,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3002,0,0,1,13,37,0
true_DDOS,3147,75468,2080,338,14,7,0
true_DOS,854,15750,2913,1861,4,1,0
true_MIRAI,114,374,1,15633,0,29,0
true_RECON,5740,0,0,0,433,71,0
true_SPOOFING,794,0,0,3,5,162,0
true_WEB,12,0,0,0,0,2,0
