,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4123,0,0,0,30,45,0
true_DDOS,179,125457,3249,415,62,5,2
true_DOS,197,23607,4263,2675,22,2,0
true_MIRAI,9,128,1,9858,0,12,0
true_RECON,2197,0,0,0,361,60,7
true_SPOOFING,1532,0,0,0,22,311,1
true_WEB,132,0,0,0,1,12,0
