,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4128,0,0,0,31,39,0
true_DDOS,1375,124481,2898,540,74,1,0
true_DOS,824,23367,3857,2693,23,2,0
true_MIRAI,44,113,1,9840,0,10,0
true_RECON,2250,0,0,0,334,41,0
true_SPOOFING,1556,0,0,0,19,291,0
true_WEB,135,0,0,0,2,8,0
