round,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,test_loss,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1
0,0.00635,0.03450186044567081,0.0013186453055747964,0.03450186044567081,0.00253392743411222,4.075098037719727,0.006202045846611807,0.03144120504388942,0.0024158462827289545,0.03144120504388942,0.0024055010339763174
1,0.62135,0.24207387981063966,0.25526128978986456,0.24207387981063966,0.18739112676038425,0.9615415334701538,0.6208792346864801,0.24480492419569527,0.2367124226014613,0.24480492419569527,0.18947808280641465
2,0.6375,0.25858175125347493,0.24216625714472742,0.25858175125347493,0.1964963456066059,0.8625501394271851,0.6369909425275112,0.260079598817653,0.22071849508165592,0.260079598817653,0.19784608635445913
3,0.6534,0.27645988311048497,0.2737229650898329,0.27645988311048497,0.21967995980032543,0.8120875954627991,0.6531795841433572,0.2789888858529267,0.2597358054115289,0.2789888858529267,0.22194623503742714
4,0.6568,0.2802712758901685,0.2749704025634278,0.2802712758901685,0.2264179980660639,0.7846830487251282,0.6569759700313357,0.2832803284078249,0.26955993532123435,0.2832803284078249,0.22872085998583633
5,0.65575,0.2856408084938861,0.27560295597987944,0.2856408084938861,0.229706945803089,0.7617619633674622,0.6551798622885431,0.2883189252808108,0.26760092530197294,0.2883189252808108,0.23265472757958966
6,0.6569,0.292395845093459,0.2789848388923768,0.292395845093459,0.23809842720354424,0.7454318404197693,0.6571327965723044,0.29468238254976287,0.26535800045921504,0.29468238254976287,0.23997319065049788
7,0.65805,0.29420586215504246,0.2783395014573547,0.29420586215504246,0.23978381655042114,0.7308052182197571,0.6578607084417064,0.2966332931696309,0.2688384118634792,0.2966332931696309,0.24281139238378405
8,0.65705,0.29307340396498094,0.2781558964099702,0.29307340396498094,0.2375833276026923,0.7201446294784546,0.6568368974384012,0.29580376228055744,0.2807819546155498,0.29580376228055744,0.24100320656213625
9,0.66245,0.3031776725451693,0.2829099918348886,0.3031776725451693,0.2456188579131234,0.710081934928894,0.6623850061990868,0.3060820101031133,0.2577128389163025,0.3060820101031133,0.2468129415385972
10,0.66145,0.3075186892312371,0.2837557034742228,0.3075186892312371,0.24862894388739143,0.6992770433425903,0.6608640846508242,0.3084381899388341,0.26117750213854896,0.3084381899388341,0.2496522534493041
