,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4286,0,0,0,943,179,0
true_DDOS,42,80280,4929,213,16,18,0
true_DOS,1,513,305,0,0,0,0
true_MIRAI,10,125,19,13600,0,30,0
true_RECON,1116,0,1,0,2008,79,0
true_SPOOFING,953,2,0,0,280,452,0
true_WEB,33,0,0,0,45,9,0
