,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2989,0,0,0,1071,138,0
true_DDOS,18,115236,13771,290,31,22,1
true_DOS,5,15219,15521,6,4,11,0
true_MIRAI,3,69,15,9908,0,13,0
true_RECON,694,0,0,0,1842,89,0
true_SPOOFING,859,0,0,0,468,539,0
true_WEB,54,0,0,0,78,13,0
