,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,297,0,0,0,116,34,0
true_DDOS,12,48240,5389,133,12,15,0
true_DOS,13,6748,6566,0,2,4,0
true_MIRAI,5,82,25,11298,0,15,0
true_RECON,172,0,0,0,431,29,0
true_SPOOFING,354,0,0,0,150,259,0
true_WEB,49,0,1,0,94,9,0
