,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2854,0,0,0,1272,72,0
true_DDOS,225,117763,11029,279,65,6,2
true_DOS,259,17650,11839,995,21,2,0
true_MIRAI,10,109,4,9871,1,13,0
true_RECON,660,0,0,0,1906,59,0
true_SPOOFING,990,0,0,0,519,357,0
true_WEB,51,0,0,0,81,13,0
