,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4572,0,0,0,1962,107,0
true_DDOS,540,241007,22668,627,105,20,0
true_DOS,781,50331,35066,2815,38,5,1
true_MIRAI,9,72,4,8094,0,19,0
true_RECON,605,0,0,0,1734,45,0
true_SPOOFING,1470,0,0,0,748,521,0
true_WEB,66,0,0,0,106,10,0
