,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,332,0,0,0,97,18,0
true_DDOS,18,50509,3124,127,12,11,0
true_DOS,10,8526,4790,1,2,4,0
true_MIRAI,5,94,15,11296,0,15,0
true_RECON,235,0,0,0,374,23,0
true_SPOOFING,460,0,0,0,114,189,0
true_WEB,67,0,1,0,80,5,0
