,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2735,0,0,0,1251,212,0
true_DDOS,126,122361,6538,273,60,9,2
true_DOS,133,20746,9849,16,18,4,0
true_MIRAI,7,83,9,9895,1,13,0
true_RECON,635,0,0,0,1891,99,0
true_SPOOFING,857,0,0,0,475,534,0
true_WEB,54,0,0,0,76,15,0
