,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2949,0,0,0,999,250,0
true_DDOS,41,116101,12886,279,29,31,2
true_DOS,18,15847,14880,5,3,13,0
true_MIRAI,3,74,16,9899,1,15,0
true_RECON,717,0,0,0,1786,122,0
true_SPOOFING,791,0,0,0,443,632,0
true_WEB,56,0,0,0,74,15,0
