round,client_id,feature,shap_value,shap_source_round,shap_calculated_this_round
1,1,Header_Length,0.00017659069595087117,1,1
1,1,Protocol Type,2.6347929041903308e-05,1,1
1,1,Time_To_Live,0.0044959985506395125,1,1
1,1,Rate,8.192779621293057e-05,1,1
1,1,fin_flag_number,3.6238918556419364e-05,1,1
1,1,syn_flag_number,0.007131806257832806,1,1
1,1,rst_flag_number,2.2365844120117995e-05,1,1
1,1,psh_flag_number,2.589246773218364e-05,1,1
1,1,ack_flag_number,0.008474425635601222,1,1
1,1,ece_flag_number,0.0,1,1
1,1,cwr_flag_number,0.0,1,1
1,1,ack_count,0.00287348258342206,1,1
1,1,syn_count,0.006549597439794752,1,1
1,1,fin_count,0.003158728624677778,1,1
1,1,rst_count,0.003796193191474231,1,1
1,1,HTTP,1.043777635214127e-05,1,1
1,1,HTTPS,3.62348086267339e-05,1,1
1,1,DNS,1.1422324854884828e-07,1,1
1,1,Telnet,0.0,1,1
1,1,SMTP,0.0,1,1
1,1,SSH,0.0,1,1
1,1,IRC,0.0,1,1
1,1,TCP,0.00012584952553293505,1,1
1,1,UDP,0.0007775817842841093,1,1
1,1,DHCP,0.0,1,1
1,1,ARP,2.3664227825429158e-07,1,1
1,1,ICMP,3.399605978442244e-05,1,1
1,1,IGMP,0.0,1,1
1,1,IPv,2.391627869920143e-07,1,1
1,1,LLC,1.6051048631570558e-07,1,1
1,1,Tot sum,0.02296471678596049,1,1
1,1,Min,0.00013144825555010174,1,1
1,1,Max,0.00014653209614017725,1,1
1,1,AVG,0.0021687608369890653,1,1
1,1,Std,0.00027227080240813,1,1
1,1,Tot size,0.0016600073268604376,1,1
1,1,IAT,0.0020684840485682265,1,1
1,1,Number,0.001839417002320456,1,1
1,1,Variance,0.004650583720855223,1,1
1,2,Header_Length,0.00030967468532454133,1,1
1,2,Protocol Type,8.288118769216978e-05,1,1
1,2,Time_To_Live,0.003092847952076454,1,1
1,2,Rate,0.00010754651886351052,1,1
1,2,fin_flag_number,0.00017840331999837032,1,1
1,2,syn_flag_number,0.010991084867946484,1,1
1,2,rst_flag_number,0.00011058786146635136,1,1
1,2,psh_flag_number,0.00019235327134245583,1,1
1,2,ack_flag_number,0.02304614016166738,1,1
1,2,ece_flag_number,0.0,1,1
1,2,cwr_flag_number,0.0,1,1
1,2,ack_count,0.006557739909311131,1,1
1,2,syn_count,0.013255050400691743,1,1
1,2,fin_count,0.010408222357586965,1,1
1,2,rst_count,0.005626838657781264,1,1
1,2,HTTP,1.5235864398945865e-05,1,1
1,2,HTTPS,5.759341282598029e-05,1,1
1,2,DNS,2.6153366425255705e-07,1,1
1,2,Telnet,0.0,1,1
1,2,SMTP,0.0,1,1
1,2,SSH,0.0,1,1
1,2,IRC,0.0,1,1
1,2,TCP,0.00015855208237214313,1,1
1,2,UDP,0.001574747369346028,1,1
1,2,DHCP,0.0,1,1
1,2,ARP,5.346142717979618e-07,1,1
1,2,ICMP,0.00011870722193775162,1,1
1,2,IGMP,0.0,1,1
1,2,IPv,4.797729544959994e-07,1,1
1,2,LLC,4.925313040936296e-07,1,1
1,2,Tot sum,0.01431766674678812,1,1
1,2,Min,7.259637739073454e-05,1,1
1,2,Max,0.00036908627320137555,1,1
1,2,AVG,0.0023078412107554415,1,1
1,2,Std,0.0008714099205724324,1,1
1,2,Tot size,0.0019061052824122981,1,1
1,2,IAT,0.0028580914422440176,1,1
1,2,Number,0.0017396714904604948,1,1
1,2,Variance,0.006996783621467486,1,1
1,3,Header_Length,0.004506223810045676,1,1
1,3,Protocol Type,0.0013596964369100074,1,1
1,3,Time_To_Live,0.0019643614039571845,1,1
1,3,Rate,0.0007660112960178011,1,1
1,3,fin_flag_number,0.00039656547709544744,1,1
1,3,syn_flag_number,0.012624827114380354,1,1
1,3,rst_flag_number,0.0002469008147300214,1,1
1,3,psh_flag_number,0.0007703119107901408,1,1
1,3,ack_flag_number,0.059853294998155206,1,1
1,3,ece_flag_number,0.0,1,1
1,3,cwr_flag_number,0.0,1,1
1,3,ack_count,0.03856830691126824,1,1
1,3,syn_count,0.01778067373833082,1,1
1,3,fin_count,0.018359294976935985,1,1
1,3,rst_count,0.008972377500926675,1,1
1,3,HTTP,2.5770437443579653e-05,1,1
1,3,HTTPS,8.633160969177322e-05,1,1
1,3,DNS,3.6156671020960286e-07,1,1
1,3,Telnet,0.0,1,1
1,3,SMTP,0.0,1,1
1,3,SSH,0.0,1,1
1,3,IRC,0.0,1,1
1,3,TCP,0.0007865392042511355,1,1
1,3,UDP,0.0006270291679101092,1,1
1,3,DHCP,0.0,1,1
1,3,ARP,1.210354345831527e-06,1,1
1,3,ICMP,0.00031160261389561405,1,1
1,3,IGMP,0.0,1,1
1,3,IPv,1.7145738993371625e-06,1,1
1,3,LLC,1.571284973910514e-06,1,1
1,3,Tot sum,0.014399015928117648,1,1
1,3,Min,9.775095435688996e-05,1,1
1,3,Max,0.0004420263896410237,1,1
1,3,AVG,0.0014454925045593826,1,1
1,3,Std,0.0006842548623395328,1,1
1,3,Tot size,0.0019342864435493822,1,1
