,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2667,1491,0,0,0,40,0
true_DDOS,4,129365,0,0,0,0,0
true_DOS,2,30761,2,0,0,1,0
true_MIRAI,0,9975,18,5,0,10,0
true_RECON,1977,635,0,0,2,11,0
true_SPOOFING,1278,464,0,0,2,122,0
true_WEB,119,21,0,0,0,5,0
