round,client_id,num_examples,fedavg_weight,final_weight,warmup,client_score,raw_shap_weight,importance::BENIGN,reliability::BENIGN,similarity::BENIGN,gain::BENIGN,importance::DDOS,reliability::DDOS,similarity::DDOS,gain::DDOS,importance::DOS,reliability::DOS,similarity::DOS,gain::DOS,importance::MIRAI,reliability::MIRAI,similarity::MIRAI,gain::MIRAI,importance::RECON,reliability::RECON,similarity::RECON,gain::RECON,importance::SPOOFING,reliability::SPOOFING,similarity::SPOOFING,gain::SPOOFING,importance::WEB,reliability::WEB,similarity::WEB,gain::WEB
3,5,515452,0.2,0.18520702293497954,0,0.060366538422730535,0.08164284979964863,0.06621120538458307,0.0,0.0,0.0,0.054638256727881966,0.5,0.6150864028768561,0.12571348367175073,0.2045036276892747,0.0,0.0,0.0,0.2045036276892747,0.0,0.0,0.0,0.06113602713043613,0.4970178926441352,0.9852962499302307,0.1625119764305119,0.2045036276892747,0.0,0.0,0.0,0.2045036276892747,0.0,0.0,0.0
4,1,515452,0.2,0.21356565348321466,0,0.2977409741604743,0.21234368977640647,0.048491081145930585,0.5368355610817532,0.8347533479716032,0.15441546975755233,0.048914340197542545,0.6729195088676672,0.8082097203202299,0.2938085241268843,0.18543963680236014,0.11733072598386703,0.8126378265096825,0.11733072598386703,0.18543963680236014,0.0009995002498750624,0.9953090457111181,0.0009995002498750624,0.16083603144708636,0.0,0.7856283167240962,0.0,0.18543963680236014,0.4059633027522936,0.59944297516414,0.4059633027522936,0.18543963680236014,0.0,0.0,0.0
4,2,515452,0.2,0.18717223373917777,0,0.1573688279599172,0.12111222018908116,0.048491081145930585,0.49819404658114336,0.9621095804233324,0.11577395525694245,0.048914340197542545,0.6006213324128409,0.5715475041931496,0.22151034767205802,0.18543963680236014,0.5599774202653118,0.5794868824793816,0.5599774202653118,0.18543963680236014,0.0,0.0,0.0,0.16083603144708636,0.0,0.0,0.0,0.18543963680236014,0.0,0.0,0.0,0.18543963680236014,0.0,0.0,0.0
4,3,515452,0.2,0.24080000000000001,0,0.48620615466669015,0.45127046580207564,0.048491081145930585,0.0,0.8637037489258339,0.0,0.048914340197542545,0.7128750474743638,0.8624678965662329,0.33376406273358095,0.18543963680236014,0.3038076152304609,0.8005532817300787,0.3038076152304609,0.18543963680236014,0.9421015010721944,0.9363249471498906,0.9421015010721944,0.16083603144708636,0.0,0.0,0.0,0.18543963680236014,0.4719911259012757,0.9760270517682502,0.4719911259012757,0.18543963680236014,0.0936768149882904,0.9743440233246509,0.0936768149882904
4,4,515452,0.2,0.18004642752179784,0,0.1349928867152042,0.11074317595754632,0.048491081145930585,0.0,0.8361494614457862,0.0,0.048914340197542545,0.5001254705144291,0.7182056568159693,0.12101448577364626,0.18543963680236014,0.0,0.0,0.0,0.18543963680236014,0.0,0.0,0.0,0.16083603144708636,0.4973887092762994,0.9654684579256632,0.3820913874424365,0.18543963680236014,0.0,0.0,0.0,0.18543963680236014,0.0,0.0,0.0
4,5,515452,0.2,0.17841568525580978,0,0.1205590391215631,0.10453044827489036,0.048491081145930585,0.0,0.0,0.0,0.048914340197542545,0.5003130086390385,0.5376206731466625,0.12120202389825563,0.18543963680236014,0.0,0.0,0.0,0.18543963680236014,0.0,0.0,0.0,0.16083603144708636,0.4984423676012461,0.9707492139093815,0.3831450457673832,0.18543963680236014,0.0,0.0,0.0,0.18543963680236014,0.0,0.0,0.0
5,1,515452,0.2,0.21312131606234408,0,0.26822307491152575,0.2094454754096559,0.036005247105903054,0.5336765336765337,0.819319617778456,0.0009207134274811235,0.04047403045541969,0.6731457800511509,0.589048099581911,0.19921213076205135,0.19182004955175208,0.11911154503295093,0.7227252209424077,0.11911154503295093,0.19182004955175208,0.0,0.9142166388822537,0.0,0.19182004955175208,0.0,0.841089228017917,0.0,0.15624052423166904,0.35100923708518644,0.7301611379936188,0.22823695985746367,0.19182004955175208,0.0,0.0,0.0
5,2,515452,0.2,0.18232788665720756,0,0.1493286020906479,0.1301757621223937,0.036005247105903054,0.49819404658114336,0.9697114308420942,0.0,0.04047403045541969,0.6253807106598985,0.7057576442370842,0.151447061370799,0.19182004955175208,0.564314171883893,0.5501931144298826,0.564314171883893,0.19182004955175208,0.0,0.0,0.0,0.19182004955175208,0.0,0.0,0.0,0.15624052423166904,0.0,0.0,0.0,0.19182004955175208,0.0,0.0,0.0
5,3,515452,0.2,0.25256,0,0.4361371671401465,0.40998468847930564,0.036005247105903054,0.0,0.8866490910549605,0.0,0.04047403045541969,0.7053896576839038,0.809441729061678,0.2314560083948043,0.19182004955175208,0.2073490813648294,0.758440274785788,0.2073490813648294,0.19182004955175208,0.9418216499761564,0.8147895307421722,0.9408221497262813,0.19182004955175208,0.0,0.0,0.0,0.15624052423166904,0.49776407093292213,0.9378996826776622,0.37499179370519936,0.19182004955175208,0.08679004467134652,0.8613307594814537,0.08679004467134652
5,4,515452,0.2,0.17708205381502498,0,0.14612242568762768,0.12851695588188122,0.036005247105903054,0.0,0.9755772519583157,0.0,0.04047403045541969,0.50050075112669,0.5664200597804647,0.02656710183759048,0.19182004955175208,0.0,0.0,0.0,0.19182004955175208,0.0,0.0,0.0,0.19182004955175208,0.4985044865403789,0.9068194554474748,0.47878062066266686,0.15624052423166904,0.0,0.0,0.0,0.19182004955175208,0.0,0.0,0.0
