,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3036,1121,0,0,0,41,0
true_DDOS,5,129364,0,0,0,0,0
true_DOS,2,30759,3,0,0,2,0
true_MIRAI,0,9969,23,4,0,12,0
true_RECON,2046,566,0,0,1,12,0
true_SPOOFING,1446,290,0,0,1,129,0
true_WEB,122,18,0,0,0,5,0
